# This file is derived from: https://green.adam.ne.jp/roomazi/namae.html

# family names
あい,Ai
うらざき,Urazaki
うらさわ,Urasawa
うらしま,Urasima
うらせ,Urase
うらた,Urata
うらだ,Urada
うらたに,Uratani
うらつか,Uratuka
うらづか,Urazuka
うらなか,Uranaka
うらにし,Uranisi
うらの,Urano
うらばやし,Urabayasi
うらべ,Urabe
うらまつ,Uramatu
うらもと,Uramoto
うらやま,Urayama
うりざわ,Urizawa
うりた,Urita
うりゅう,Uryû
うるい,Urui
うるしざき,Urusizaki
うるしだに,Urusidani
うるしど,Urusido
うるしばた,Urusibata
うるしはら,Urusihara
うるしばら,Urusibara
うるしやま,Urusiyama
うるの,Uruno
うるは,Uruha
うるま,Uruma
うわい,Uwai
うわじ,Uwazi
うわじま,Uwazima
うわすぎ,Uwasugi
うわだ,Uwada
うわとこ,Uwatoko
うわにし,Uwanisi
うわの,Uwano
うわはら,Uwahara
うんてん,Unten
うんの,Unno
えい,Ei
えいおか,Eioka
えいかわ,Eikawa
えいざわ,Eizawa
えいしま,Eisima
えいじま,Eizima
えいた,Eita
えいだ,Eida
えいたに,Eitani
えいとう,Eitô
えいはら,Eihara
えいやま,Eiyama
えいらく,Eiraku
えいり,Eiri
えいろ,Eiro
えおか,Eoka
えがしら,Egasira
えがみ,Egami
えかわ,Ekawa
えがわ,Egawa
えぎ,Egi
えぐさ,Egusa
えぐち,Eguti
えぐろ,Eguro
えごし,Egosi
えさか,Esaka
えさき,Esaki
えざき,Ezaki
えさし,Esasi
えさしか,Esasika
えさわ,Esawa
えざわ,Ezawa
えした,Esita
えしま,Esima
えじま,Ezima
えじり,Eziri
えすみ,Esumi
えぞえ,Ezoe
えた,Eta
えだ,Eda
えだがわ,Edagawa
えだひろ,Edahiro
えだまつ,Edamatu
えだむら,Edamura
えだもと,Edamoto
えちかわ,Etikawa
えちがわ,Etigawa
えちご,Etigo
えちごや,Etigoya
えちぜん,Etizen
えちぜんや,Etizen'ya
えちだ,Etida
えつかわ,Etukawa
えづら,Ezura
えづれ,Ezure
えと,Eto
えど,Edo
えとう,Etô
えとお,Etoo
えとり,Etori
えなつ,Enatu
えなみ,Enami
えなり,Enari
えの,Eno
えのうえ,Enoue
えのき,Enoki
えのきぞの,Enokizono
えのきた,Enokita
えのきだ,Enokida
えのきど,Enokido
えのきもと,Enokimoto
えのくち,Enokuti
えのさき,Enosaki
えのしま,Enosima
えのもと,Enomoto
えはし,Ehasi
えばし,Ebasi
えはた,Ehata
えばた,Ebata
えばと,Ebato
えばな,Ebana
えはら,Ehara
えばら,Ebara
えび,Ebi
えびこ,Ebiko
えびさわ,Ebisawa
えびざわ,Ebizawa
えびす,Ebisu
えびづか,Ebizuka
えびな,Ebina
えびぬま,Ebinuma
えびね,Ebine
えびはら,Ebihara
えひら,Ehira
えぶち,Ebuti
えべ,Ebe
えま,Ema
えみ,Emi
えむら,Emura
えもと,Emoto
えもり,Emori
えら,Era
えりぐち,Eriguti
えん,En
えんかい,Enkai
えんき,Enki
えんじ,Enzi
えんじゅ,Enzyu
えんじょう,Enzyô
えんじょうじ,Enzyôzi
えんた,Enta
えんだ,Enda
えんど,Endo
えんどう,Endô
えんま,Enma
えんや,En'ya
おあな,Oana
おいえ,Oie
おいかわ,Oikawa
おいき,Oiki
おいけ,Oike
おいし,Oisi
おいずみ,Oizumi
おいずる,Oizuru
おいだ,Oida
おいたて,Oitate
おいづる,Oizuru
おいで,Oide
おいぬま,Oinuma
おいの,Oino
おいわ,Oiwa
おうえ,Oue
おうき,Ôki
おうぎ,Ôgi
おうぎもと,Ôgimoto
おうぎや,Ôgiya
おうさか,Ôsaka
おうさわ,Ôsawa
おうじたに,Ôzitani
おうた,Ôta
おうだ,Ôda
おうたけ,Ôtake
おうつか,Ôtuka
おうと,Ôto
おうとう,Ôtô
おうにし,Ônisi
おうの,Ôno
おうば,Ôba
おうはた,Ôhata
おうまえ,Ômae
おうみ,Oumi
おうみや,Ômiya
おうや,Ôya
おうら,Oura
おうりん,Ôrin
おうわ,Ôwa
おお,Ô
おおあく,Ôaku
おおあさ,Ôasa
おおあし,Ôasi
おおあみ,Ôami
おおあらし,Ôarasi
おおい,Ôi
おおいえ,Ôie
おおいがわ,Ôigawa
おおいけ,Ôike
おおいし,Ôisi
おおいずみ,Ôizumi
おおいそ,Ôiso
おおいだ,Ôida
おおいち,Ôiti
おおいで,Ôide
おおいわ,Ôiwa
おおうえ,Ôue
おおうち,Ôuti
おおうちだ,Ôutida
おおうみ,Ôumi
おおうら,Ôura
おおえ,Ôe
おおえだ,Ôeda
おおおか,Ôoka
おおおき,Ôoki
おおおと,Ôoto
おおか,Ôka
おおが,Ôga
おおがい,Ôgai
おおがき,Ôgaki
おおかく,Ôkaku
おおがく,Ôgaku
おおかげ,Ôkage
おおかせ,Ôkase
おおかた,Ôkata
おおがた,Ôgata
おおかつ,Ôkatu
おおかど,Ôkado
おおがね,Ôgane
おおかはら,Ôkahara
おおかま,Ôkama
おおがま,Ôgama
おおかみ,Ôkami
おおがみ,Ôgami
おおかめ,Ôkame
おおがめ,Ôgame
おおかわ,Ôkawa
おおがわ,Ôgawa
おおかわうち,Ôkawauti
おおかわち,Ôkawati
おおかわはら,Ôkawahara
おおかわら,Ôkawara
おおがわら,Ôgawara
おおかんだ,Ôkanda
おおき,Ôki
おおぎ,Ôgi
おおぎし,Ôgisi
おおきた,Ôkita
おおぎた,Ôgita
おおぎだ,Ôgida
おおぎたに,Ôgitani
おおきど,Ôkido
おおぎもと,Ôgimoto
おおぎや,Ôgiya
おおくさ,Ôkusa
おおくし,Ôkusi
おおぐし,Ôgusi
おおくす,Ôkusu
おおくち,Ôkuti
おおぐち,Ôguti
おおくに,Ôkuni
おおぐに,Ôguni
おおくぼ,Ôkubo
おおくま,Ôkuma
おおぐま,Ôguma
おおくら,Ôkura
おおぐり,Ôguri
おおぐれ,Ôgure
おおくろ,Ôkuro
おおぐろ,Ôguro
おおくわ,Ôkuwa
おおけ,Ôke
おおご,Ôgo
おおこうじ,Ôkôzi
おおこうち,Ôkôti
おおごえ,Ôgoe
おおこし,Ôkosi
おおごし,Ôgosi
おおさか,Ôsaka
おおさき,Ôsaki
おおざき,Ôzaki
おおさく,Ôsaku
おおさこ,Ôsako
おおざさ,Ôzasa
おおさと,Ôsato
おおざと,Ôzato
おおさわ,Ôsawa
おおざわ,Ôzawa
おおじ,Ôzi
おおしお,Ôsio
おおしか,Ôsika
おおしげ,Ôsige
おおした,Ôsita
おおしだ,Ôsida
おおしば,Ôsiba
おおしま,Ôsima
おおしみず,Ôsimizu
おおしも,Ôsimo
おおしろ,Ôsiro
おおず,Ôzu
おおすえ,Ôsue
おおすか,Ôsuka
おおすが,Ôsuga
おおすぎ,Ôsugi
おおすみ,Ôsumi
おおせ,Ôse
おおぜき,Ôzeki
おおせこ,Ôseko
おおせど,Ôsedo
おおせら,Ôsera
おおそね,Ôsone
おおぞね,Ôzone
おおその,Ôsono
おおぞの,Ôzono
おおた,Ôta
おおだ,Ôda
おおだい,Ôdai
おおたいら,Ôtaira
おおだいら,Ôdaira
おおたか,Ôtaka
おおだか,Ôdaka
おおたがき,Ôtagaki
おおたき,Ôtaki
おおたく,Ôtaku
おおたぐろ,Ôtaguro
おおたけ,Ôtake
おおだち,Ôdati
おおだて,Ôdate
おおたな,Ôtana
おおたに,Ôtani
おおたはら,Ôtahara
おおたばら,Ôtabara
おおたま,Ôtama
おおだま,Ôdama
おおたわ,Ôtawa
おおたわら,Ôtawara
おおだん,Ôdan
おおち,Ôti
おおちょう,Ôtyô
おおつ,Ôtu
おおつか,Ôtuka
おおつが,Ôtuga
おおづか,Ôzuka
おおつき,Ôtuki
おおつじ,Ôtuzi
おおつの,Ôtuno
おおづの,Ôzuno
おおつぼ,Ôtubo
おおつやま,Ôtuyama
おおつる,Ôturu
おおて,Ôte
おおで,Ôde
おおでみず,Ôdemizu
おおてら,Ôtera
おおでら,Ôdera
おおと,Ôto
おおど,Ôdo
おおどい,Ôdoi
おおとう,Ôtô
おおどう,Ôdô
おおとうげ,Ôtôge
おおとし,Ôtosi
おおとみ,Ôtomi
おおとも,Ôtomo
おおとり,Ôtori
おおなか,Ônaka
おおなが,Ônaga
おおなぎ,Ônagi
おおなみ,Ônami
おおなり,Ônari
おおなわ,Ônawa
おおにし,Ônisi
おおにわ,Ôniwa
おおぬき,Ônuki
おおぬま,Ônuma
おおね,Ône
おおねだ,Ôneda
おおの,Ôno
おおのぎ,Ônogi
おおば,Ôba
おおはし,Ôhasi
おおはた,Ôhata
おおばた,Ôbata
おおはたけ,Ôhatake
おおばたけ,Ôbatake
おおはま,Ôhama
おおばやし,Ôbayasi
おおはら,Ôhara
おおひがし,Ôhigasi
おおひさ,Ôhisa
おおひなた,Ôhinata
おおひら,Ôhira
おおびらき,Ôbiraki
おおひろ,Ôhiro
おおぶ,Ôbu
おおふさ,Ôhusa
おおふじ,Ôhuzi
おおふち,Ôhuti
おおぶち,Ôbuti
おおふな,Ôhuna
おおべ,Ôbe
おおぼ,Ôbo
おおぼし,Ôbosi
おおぼら,Ôbora
おおほり,Ôhori
おおぼり,Ôbori
おおま,Ôma
おおまえ,Ômae
おおまがり,Ômagari
おおまき,Ômaki
おおまさ,Ômasa
おおまち,Ômati
おおまつ,Ômatu
おおみ,Ômi
おおみかど,Ômikado
おおみず,Ômizu
おおみぞ,Ômizo
おおみち,Ômiti
おおみなと,Ôminato
おおみなみ,Ôminami
おおみね,Ômine
おおみや,Ômiya
おおむかい,Ômukai
おおむた,Ômuta
おおむら,Ômura
おおむれ,Ômure
おおむろ,Ômuro
おおもち,Ômoti
おおもと,Ômoto
おおもも,Ômomo
おおもり,Ômori
おおもん,Ômon
おおや,Ôya
おおやぎ,Ôyagi
おおやち,Ôyati
おおやなぎ,Ôyanagi
おおやぶ,Ôyabu
おおやべ,Ôyabe
おおやま,Ôyama
おおゆ,Ôyu
おおよし,Ôyosi
おおよど,Ôyodo
おおり,Ôri
おおるい,Ôrui
おおわ,Ôwa
おおわき,Ôwaki
おおわく,Ôwaku
おおわし,Ôwasi
おおわだ,Ôwada
おおわたり,Ôwatari
おおわん,Ôwan
おか,Oka
おかい,Okai
おがい,Ogai
おかうち,Okauti
おかがき,Okagaki
おかがわ,Okagawa
おかげん,Okagen
おがさ,Ogasa
おかさか,Okasaka
おかさき,Okasaki
おかざき,Okazaki
おがさはら,Ogasahara
おかざわ,Okazawa
おがさわら,Ogasawara
おかした,Okasita
おかしま,Okasima
おかじま,Okazima
おがしわ,Ogasiwa
おかた,Okata
おかだ,Okada
おがた,Ogata
おかたに,Okatani
おかち,Okati
おかど,Okado
おかどめ,Okadome
おかにし,Okanisi
おかにわ,Okaniwa
おかね,Okane
おかの,Okano
おかのうえ,Okanoue
おかはし,Okahasi
おかばたけ,Okabatake
おかばやし,Okabayasi
おかはら,Okahara
おがはら,Ogahara
おかひさ,Okahisa
おかふじ,Okahuzi
おかべ,Okabe
おかまつ,Okamatu
おかみ,Okami
おがみ,Ogami
おかむら,Okamura
おかもと,Okamoto
おかもり,Okamori
おかや,Okaya
おかやす,Okayasu
おかやま,Okayama
おかわ,Okawa
おがわ,Ogawa
おがわら,Ogawara
おき,Oki
おぎ,Ogi
おぎくぼ,Ogikubo
おきざき,Okizaki
おきしま,Okisima
おぎしま,Ogisima
おきそ,Okiso
おぎそ,Ogiso
おきた,Okita
おきだ,Okida
おぎた,Ogita
おきつ,Okitu
おぎどう,Ogidô
おきな,Okina
おきなか,Okinaka
おきなが,Okinaga
おぎぬま,Oginuma
おきの,Okino
おぎの,Ogino
おきはら,Okihara
おぎはら,Ogihara
おきむら,Okimura
おきもと,Okimoto
おぎもと,Ogimoto
おぎや,Ogiya
おきやま,Okiyama
おぎやま,Ogiyama
おぎわら,Ogiwara
おく,Oku
おくあき,Okuaki
おくい,Okui
おくいずみ,Okuizumi
おくうち,Okuuti
おくおか,Okuoka
おくかわ,Okukawa
おくがわ,Okugawa
おくざき,Okuzaki
おくさわ,Okusawa
おくざわ,Okuzawa
おぐし,Ogusi
おくしば,Okusiba
おくしま,Okusima
おくじょう,Okuzyô
おぐす,Ogusu
おくずみ,Okuzumi
おくせ,Okuse
おくその,Okusono
おくぞの,Okuzono
おくた,Okuta
おくだ,Okuda
おくだいら,Okudaira
おくたに,Okutani
おくち,Okuti
おぐち,Oguti
おくつ,Okutu
おくづ,Okuzu
おくで,Okude
おくでら,Okudera
おくとう,Okutô
おくとみ,Okutomi
おくなか,Okunaka
おくなが,Okunaga
おくに,Okuni
おぐに,Oguni
おくにし,Okunisi
おくの,Okuno
おくはた,Okuhata
おくはま,Okuhama
おくはら,Okuhara
おくばら,Okubara
おくひら,Okuhira
おくぼ,Okubo
おくま,Okuma
おぐま,Oguma
おくまつ,Okumatu
おくみや,Okumiya
おくむら,Okumura
おくもと,Okumoto
おくや,Okuya
おくやま,Okuyama
おくら,Okura
おぐら,Ogura
おぐり,Oguri
おぐれ,Ogure
おぐろ,Oguro
おくわき,Okuwaki
おけがわ,Okegawa
おけだ,Okeda
おけたに,Oketani
おけもと,Okemoto
おけや,Okeya
おご,Ogo
おごう,Ogô
おごし,Ogosi
おこち,Okoti
おこのぎ,Okonogi
おさ,Osa
おさか,Osaka
おざか,Ozaka
おさかだ,Osakada
おさかべ,Osakabe
おさき,Osaki
おざき,Ozaki
おさく,Osaku
おざさ,Ozasa
おさじま,Osazima
おさだ,Osada
おさたに,Osatani
おさない,Osanai
おさの,Osano
おさはら,Osahara
おさふね,Osahune
おさべ,Osabe
おさむら,Osamura
おさめ,Osame
おさやま,Osayama
おさり,Osari
おさわ,Osawa
おざわ,Ozawa
おしお,Osio
おしかわ,Osikawa
おしきり,Osikiri
おしくぼ,Osikubo
おした,Osita
おしだ,Osida
おしたに,Ositani
おしの,Osino
おしべ,Osibe
おしま,Osima
おじま,Ozima
おしみ,Osimi
おしやま,Osiyama
おしろ,Osiro
おじろ,Oziro
おぜ,Oze
おせき,Oseki
おぜき,Ozeki
おぞえ,Ozoe
おそえがわ,Osoegawa
おその,Osono
おぞの,Ozono
おた,Ota
おだ,Oda
おだいら,Odaira
おたか,Otaka
おだか,Odaka
おだがき,Odagaki
おだがわ,Odagawa
おたき,Otaki
おだき,Odaki
おだぎ,Odagi
おたぎり,Otagiri
おだぎり,Odagiri
おだくら,Odakura
おたけ,Otake
おだけ,Odake
おたじま,Otazima
おだしま,Odasima
おだじま,Odazima
おただ,Otada
おだち,Odati
おだなか,Odanaka
おたに,Otani
おだに,Odani
おだはら,Odahara
おたべ,Otabe
おだわら,Odawara
おち,Oti
おちあい,Otiai
おちいし,Otiisi
おづ,Ozu
おづか,Ozuka
おつじ,Otuzi
おでら,Odera
おど,Odo
おとう,Otô
おとがわ,Otogawa
おとぐろ,Otoguro
おとだ,Otoda
おとべ,Otobe
おとみね,Otomine
おとわ,Otowa
おない,Onai
おなか,Onaka
おなが,Onaga
おなぎ,Onagi
おなや,Onaya
おにき,Oniki
おにさわ,Onisawa
おにざわ,Onizawa
おにし,Onisi
おにずか,Onizuka
おにつか,Onituka
おにづか,Onizuka
おにまる,Onimaru
おぬき,Onuki
おぬま,Onuma
おの,Ono
おのうえ,Onoue
おのうち,Onouti
おのえ,Onoe
おのがわ,Onogawa
おのぎ,Onogi
おのぐち,Onoguti
おのざき,Onozaki
おのさと,Onosato
おのざと,Onozato
おのさわ,Onosawa
おのざわ,Onozawa
おのじま,Onozima
おのずか,Onozuka
おのせ,Onose
おのた,Onota
おのだ,Onoda
おのつか,Onotuka
おのづか,Onozuka
おのでら,Onodera
おのはら,Onohara
おのむら,Onomura
おのやま,Onoyama
おはし,Ohasi
おばし,Obasi
おばせ,Obase
おはた,Ohata
おばた,Obata
おばたけ,Obatake
おはな,Ohana
おばな,Obana
おはま,Ohama
おばま,Obama
おばやし,Obayasi
おはら,Ohara
おばら,Obara
おばり,Obari
おばる,Obaru
おび,Obi
おびか,Obika
おびつ,Obitu
おびなた,Obinata
おぶかた,Obukata
おふじ,Ohuzi
おぶち,Obuti
おぶの,Obuno
おぼかた,Obokata
おまえ,Omae
おまがり,Omagari
おまた,Omata
おまつ,Omatu
おみ,Omi
おみね,Omine
おむら,Omura
おむろ,Omuro
おもかわ,Omokawa
おもた,Omota
おもだ,Omoda
おもて,Omote
おもと,Omoto
おもろ,Omoro
おや,Oya
おやいず,Oyaizu
おやいづ,Oyaizu
おやかわ,Oyakawa
おやけ,Oyake
おやどまり,Oyadomari
おやなぎ,Oyanagi
おやの,Oyano
おやま,Oyama
おやまた,Oyamata
おやまだ,Oyamada
およかわ,Oyokawa
およがわ,Oyogawa
およびかわ,Oyobikawa
おり,Ori
おりい,Orii
おりお,Orio
おりかさ,Orikasa
おりがさ,Origasa
おりぐち,Origuti
おりた,Orita
おりで,Oride
おりと,Orito
おりど,Orido
おりの,Orino
おりはし,Orihasi
おりはら,Orihara
おりべ,Oribe
おりも,Orimo
おりもと,Orimoto
おろ,Oro
おわ,Owa
おわら,Owara
おわり,Owari
おんが,Onga
おんじ,Onzi
おんた,Onta
おんだ,Onda
おんち,Onti
おんまえ,Onmae
おんむら,Onmura
かあい,Kaai
かい,Kai
かいえだ,Kaieda
かいざき,Kaizaki
かいず,Kaizu
かいずか,Kaizuka
かいせ,Kaise
かいた,Kaita
かいだ,Kaida
かいち,Kaiti
かいづ,Kaizu
かいつか,Kaituka
かいづか,Kaizuka
かいでん,Kaiden
かいと,Kaito
かいとう,Kaitô
かいどう,Kaidô
かいぬま,Kainuma
かいの,Kaino
かいはつ,Kaihatu
かいはら,Kaihara
かいばら,Kaibara
かいぶち,Kaibuti
かいほ,Kaiho
かいほう,Kaihô
かいもり,Kaimori
かいや,Kaiya
かえりやま,Kaeriyama
かが,Kaga
かかず,Kakazu
かがた,Kagata
かがたに,Kagatani
かかみ,Kakami
かがみ,Kagami
かかむ,Kakamu
かがや,Kagaya
かがやま,Kagayama
かがわ,Kagawa
かき,Kaki
かぎ,Kagi
かきうち,Kakiuti
かきがはら,Kakigahara
かきき,Kakiki
かきぎ,Kakigi
かきさき,Kakisaki
かきざき,Kakizaki
かきさわ,Kakisawa
かきざわ,Kakizawa
かきしま,Kakisima
かきぞえ,Kakizoe
かきた,Kakita
かきだ,Kakida
かぎた,Kagita
かきたに,Kakitani
かぎたに,Kagitani
かきぬま,Kakinuma
かきの,Kakino
かきのき,Kakinoki
かきのはな,Kakinohana
かきのもと,Kakinomoto
かきはな,Kakihana
かきはら,Kakihara
かきぶち,Kakibuti
かきみ,Kakimi
かきもと,Kakimoto
かぎもと,Kagimoto
かぎや,Kagiya
がきや,Gakiya
かぎやま,Kagiyama
かぎわだ,Kagiwada
かく,Kaku
かくい,Kakui
かくしま,Kakusima
かくた,Kakuta
かくだ,Kakuda
かくだて,Kakudate
かくたに,Kakutani
かくどう,Kakudô
かくの,Kakuno
かくばり,Kakubari
かくみ,Kakumi
かくみつ,Kakumitu
かくむ,Kakumu
かくもと,Kakumoto
かくや,Kakuya
かくやま,Kakuyama
かくらい,Kakurai
かけ,Kake
かげ,Kage
かけい,Kakei
かげうら,Kageura
かけかわ,Kakekawa
かけがわ,Kakegawa
かけた,Kaketa
かげつ,Kagetu
かけはし,Kakehasi
かけはた,Kakehata
かけひ,Kakehi
かけふだ,Kakehuda
かけみず,Kakemizu
かけや,Kakeya
かげやま,Kageyama
かこ,Kako
かこい,Kakoi
かごしま,Kagosima
かごたに,Kagotani
かごはら,Kagohara
かさ,Kasa
かさい,Kasai
かさおか,Kasaoka
かざおか,Kazaoka
かさがわ,Kasagawa
かさぎ,Kasagi
かさくら,Kasakura
かさしま,Kasasima
かさじま,Kasazima
かさたに,Kasatani
かさづか,Kasazuka
かざと,Kazato
かさの,Kasano
かざはや,Kazahaya
かさはら,Kasahara
かさま,Kasama
かざま,Kazama
かさまつ,Kasamatu
かざみ,Kazami
かさや,Kasaya
かし,Kasi
かじ,Kazi
かしい,Kasii
かじい,Kazii
かじうら,Kaziura
かしお,Kasio
かじお,Kazio
かじおか,Kazioka
かじがい,Kazigai
かじがや,Kazigaya
かじかわ,Kazikawa
かしき,Kasiki
かじき,Kaziki
かしくら,Kasikura
かじさ,Kazisa
かしざき,Kasizaki
かしだ,Kasida
かじた,Kazita
かしたに,Kasitani
かじたに,Kazitani
かじなみ,Kazinami
かしの,Kasino
かじの,Kazino
かしはら,Kasihara
かじはら,Kazihara
かしぶち,Kasibuti
かしま,Kasima
かじま,Kazima
かしむら,Kasimura
かじむら,Kazimura
かしもと,Kasimoto
かじもと,Kazimoto
かじや,Kaziya
かしやま,Kasiyama
かじやま,Kaziyama
かしろ,Kasiro
かじろ,Kaziro
かしわ,Kasiwa
かしわい,Kasiwai
かしわき,Kasiwaki
かしわぎ,Kasiwagi
かしわくら,Kasiwakura
かしわぐら,Kasiwagura
かしわさき,Kasiwasaki
かしわざき,Kasiwazaki
かしわせ,Kasiwase
かしわだ,Kasiwada
かしわば,Kasiwaba
かしわはら,Kasiwahara
かしわばら,Kasiwabara
かしわむら,Kasiwamura
かしわや,Kasiwaya
かしわら,Kasiwara
かじわら,Kaziwara
かすい,Kasui
かずい,Kazui
かすが,Kasuga
かすがい,Kasugai
かすかべ,Kasukabe
かすかわ,Kasukawa
かずせ,Kazuse
かすたに,Kasutani
かずの,Kazuno
かすみ,Kasumi
かすや,Kasuya
かずら,Kazura
かせ,Kase
かせい,Kasei
かせだ,Kaseda
かだ,Kada
かたい,Katai
かたいし,Kataisi
かたおか,Kataoka
かたがい,Katagai
かたかみ,Katakami
かたがみ,Katagami
かたがわ,Katagawa
かたぎ,Katagi
かたぎし,Katagisi
かたぎり,Katagiri
かたくら,Katakura
かたしま,Katasima
かたせ,Katase
かたた,Katata
かただ,Katada
かたの,Katano
かたのだ,Katanoda
かたばみ,Katabami
かたはら,Katahara
かたひら,Katahira
かたふち,Katahuti
かたぶち,Katabuti
かたみね,Katamine
かたやなぎ,Katayanagi
かたやま,Katayama
かたよせ,Katayose
かち,Kati
かちき,Katiki
かちょう,Katyô
かつ,Katu
かづ,Kazu
かつい,Katui
かつうら,Katuura
かつおか,Katuoka
かつかわ,Katukawa
かつき,Katuki
かづき,Kazuki
かつくら,Katukura
かっさい,Kassai
かつざわ,Katuzawa
かつしま,Katusima
かった,Katta
かつた,Katuta
かつだ,Katuda
かつたに,Katutani
かっち,Katti
かっとう,Kattô
かつぬま,Katunuma
かつの,Katuno
かつはた,Katuhata
かつはら,Katuhara
かつふじ,Katuhuzi
かつべ,Katube
かつま,Katuma
かつまた,Katumata
かつみ,Katumi
かつむら,Katumura
かつめ,Katume
かつもと,Katumoto
かつや,Katuya
かつやま,Katuyama
かつら,Katura
かつらかわ,Katurakawa
